crash_date,crash_time,borough,zip_code,longitude,latitude,on_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed
2019-01-01T00:00:00.000,20:23,BROOKLYN,11218,-73.9855800,40.6402050,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,20:30,,,-73.7281500,40.7418000,CROSS ISLAND PARKWAY            ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,0:00,,,-73.8812560,40.8827100,JEROME AVENUE                   ,1,0,1,0,0,0,0,0
2019-01-01T00:00:00.000,12:58,BRONX,10455,-73.9149600,40.8149340,EAST 149 STREET                 ,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,20:00,BRONX,10458,-73.8913200,40.8641320,EAST 194 STREET                 ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,18:05,,,-73.9428400,40.6628460,LEFFERTS AVENUE                 ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,1:18,,,-73.8547300,40.6590160,BELT PARKWAY                    ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,5:11,STATEN ISLAND,10301,-74.0782100,40.6421130,SAINT MARKS PLACE               ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,0:27,BRONX,10455,-73.9051360,40.8132700,UNION AVENUE                    ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,4:30,,,-74.0021100,40.6769300,BROOKLYN QUEENS EXPRESSWAY      ,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,7:00,BRONX,10463,-73.9039840,40.8707300,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,4:15,QUEENS,11411,-73.7439300,40.6982570,NASHVILLE BOULEVARD             ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,0:00,,,-73.8489900,40.7384150,LONG ISLAND EXPRESSWAY          ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,22:15,,,-73.7610000,40.6662330,BELT PARKWAY                    ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,14:30,,,-73.9703750,40.7940520,WEST 96 STREET                  ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,0:00,BROOKLYN,11234,-73.9239960,40.6215630,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,8:50,,,-73.8320200,40.7179000,GRAND CENTRAL PKWY              ,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,2:04,,,-73.9543460,40.7626760,FDR DRIVE                       ,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,19:33,QUEENS,11355,-73.8288040,40.7566700,MAIN STREET                     ,1,0,0,0,1,0,0,0
2019-01-01T00:00:00.000,16:30,,,,,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,2:45,BROOKLYN,11212,-73.9234900,40.6641270,,2,0,0,0,0,0,2,0
2019-01-01T00:00:00.000,10:55,QUEENS,11354,-73.8258000,40.7690930,143 STREET                      ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,15:05,MANHATTAN,10012,-73.9942800,40.7197950,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,17:00,BROOKLYN,11208,-73.8702100,40.6874200,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,4:55,BRONX,10467,-73.8698040,40.8825900,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,16:00,BRONX,10460,-73.8908300,40.8358080,BOSTON ROAD                     ,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,12:40,BROOKLYN,11232,-74.0032650,40.6554300,4 AVENUE                        ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,18:45,,,-73.8732900,40.8380100,BRONX RIVER PARKWAY             ,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,1:46,STATEN ISLAND,10307,-74.2488300,40.5033870,HYLAN BOULEVARD                 ,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,5:30,QUEENS,11106,-73.9281600,40.7558330,33 STREET                       ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,10:10,BRONX,10458,-73.8857500,40.8670900,OLIVER PLACE                    ,1,0,1,0,0,0,0,0
2019-01-01T00:00:00.000,4:10,QUEENS,11420,-73.8058800,40.6799130,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,19:14,,,-73.9375500,40.7488600,QUEENS PLAZA SOUTH              ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,3:25,,,,,20 AVENUE                       ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,7:15,STATEN ISLAND,10306,-74.1072800,40.5805740,MIDLAND AVENUE                  ,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,10:00,BROOKLYN,11214,-73.9943300,40.6041100,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,1:00,STATEN ISLAND,10310,-74.1137500,40.6374300,HENDERSON AVENUE                ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,22:55,QUEENS,11693,-73.8140100,40.5872540,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,6:30,BROOKLYN,11219,-74.0026800,40.6350170,56 STREET                       ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,11:51,BROOKLYN,11249,-73.9575960,40.7214280,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,21:30,,,-73.9481700,40.6640800,EMPIRE BOULEVARD                ,3,0,0,0,0,0,3,0
2019-01-01T00:00:00.000,1:41,,,-73.9236150,40.6616630,WINTHROP STREET                 ,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,18:11,QUEENS,11101,-73.9377060,40.7452350,SKILLMAN AVENUE                 ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,9:58,,,-73.9177100,40.7703900,31 STREET                       ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,4:23,,,-73.9978260,40.7615000,WEST 43 STREET                  ,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,2:30,QUEENS,11412,-73.7512200,40.6935920,118 AVENUE                      ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,3:48,QUEENS,11411,-73.7365700,40.6922530,225 STREET                      ,2,0,0,0,0,0,2,0
2019-01-01T00:00:00.000,12:00,BRONX,10465,-73.8212900,40.8366430,,1,0,1,0,0,0,0,0
2019-01-01T00:00:00.000,23:32,QUEENS,11377,-73.9015050,40.7440070,63 STREET                       ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,14:25,QUEENS,11369,-73.8778800,40.7611500,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,18:29,,,-73.7845500,40.5950740,BEACH CHANNEL DRIVE             ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,11:00,QUEENS,11421,-73.8500750,40.6898420,WOODHAVEN BOULEVARD             ,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,0:15,BRONX,10469,-73.8498840,40.8721000,EAST GUN HILL ROAD              ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,19:45,BRONX,10461,-73.8468550,40.8385960,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,1:04,,,-74.0059100,40.6561240,3 AVENUE                        ,2,0,0,0,0,0,2,0
2019-01-01T00:00:00.000,15:00,MANHATTAN,10013,-73.9981800,40.7161700,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,17:45,BRONX,10464,-73.7834300,40.8389900,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,12:26,QUEENS,11422,-73.7356800,40.6656100,FRANCIS LEWIS BOULEVARD         ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,2:00,MANHATTAN,10001,-74.0014340,40.7514460,WEST 29 STREET                  ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,8:30,QUEENS,11004,-73.7068200,40.7533300,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,13:50,BROOKLYN,11205,-73.9602050,40.6984630,FLUSHING AVENUE                 ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,4:45,QUEENS,11434,-73.7857400,40.6723820,ROCKAWAY BOULEVARD              ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,1:55,BRONX,10452,-73.9191360,40.8417240,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,8:00,BROOKLYN,11238,-73.9643800,40.6731100,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,19:00,BROOKLYN,11235,-73.9624500,40.5892370,EAST 7 STREET                   ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,4:40,BRONX,10452,-73.9249300,40.8383600,NELSON AVENUE                   ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,21:45,,,-73.8265460,40.7424200,LONG ISLAND EXPRESSWAY          ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,14:10,,,-74.0074840,40.7409400,WEST 13 STREET                  ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,21:12,BROOKLYN,11228,-74.0147000,40.6064220,CROPSEY AVENUE                  ,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,19:00,,,-73.9532800,40.6700060,ROGERS AVENUE                   ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,1:30,,,-73.9285600,40.8090480,EAST 135 STREET                 ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,6:32,BROOKLYN,11203,-73.9425700,40.6396330,,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,6:19,BROOKLYN,11236,-73.8881800,40.6324350,ROCKAWAY PARKWAY                ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,19:45,MANHATTAN,10034,-73.9304200,40.8681400,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,10:05,,,-73.8204350,40.7895280,CROSS ISLAND PARKWAY            ,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,15:50,,,,,3 AVENUE                        ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,9:26,MANHATTAN,10128,-73.9475200,40.7794340,1 AVENUE                        ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,5:59,BROOKLYN,11232,-74.0006900,40.6611630,3 AVENUE                        ,0,1,0,0,0,1,0,0
2019-01-01T00:00:00.000,15:20,QUEENS,11361,-73.7834000,40.7577600,NORTHERN BOULEVARD              ,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,4:00,,,-73.9730400,40.5832000,BELT PARKWAY                    ,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,1:10,,,-74.1414400,40.6299860,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,18:13,BROOKLYN,11219,-74.0012400,40.6359750,54 STREET                       ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,12:30,STATEN ISLAND,10310,-74.1142600,40.6249500,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,2:25,BROOKLYN,11208,-73.8777800,40.6659050,HEGEMAN AVENUE                  ,2,0,0,0,0,0,2,0
2019-01-01T00:00:00.000,13:00,,,-74.1762300,40.6114730,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,2:55,,,,,VERRAZANO BRIDGE LOWER          ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,8:15,STATEN ISLAND,10304,-74.0812600,40.6297450,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,17:30,BRONX,10459,-73.8893300,40.8214150,BRUCKNER BOULEVARD              ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,14:36,MANHATTAN,10002,-73.9882050,40.7203600,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,0:04,BRONX,10453,-73.9043000,40.8577080,JEROME AVENUE                   ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,20:35,QUEENS,11413,-73.7579100,40.6600100,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,20:10,BROOKLYN,11223,-73.9798600,40.5985150,WEST 8 STREET                   ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,14:45,,,-73.8844300,40.8396150,CROSS BRONX EXPY                ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,5:15,MANHATTAN,10019,-73.9942500,40.7714460,WEST SIDE HIGHWAY               ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,11:30,BRONX,10475,-73.8345600,40.8793530,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,23:52,QUEENS,11374,-73.8606100,40.7304340,97 STREET                       ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,5:00,QUEENS,11691,-73.7613750,40.6051600,,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,8:45,BROOKLYN,11210,-73.9509100,40.6360860,ROGERS AVENUE                   ,1,0,1,0,0,0,0,0
2019-01-01T00:00:00.000,1:25,BRONX,10453,-73.9128200,40.8618620,WEST FORDHAM ROAD               ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,22:00,BROOKLYN,11203,-73.9297600,40.6459700,,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,0:00,MANHATTAN,10001,-73.9923300,40.7451930,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,0:15,BROOKLYN,11216,-73.9526800,40.6770250,BEDFORD AVENUE                  ,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,17:47,,,-73.9881740,40.7800600,HENRY HUDSON PARKWAY            ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,16:30,QUEENS,11415,-73.8319200,40.7022500,,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,16:20,QUEENS,11434,,,FARMERS BOULEVARD               ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,2:00,MANHATTAN,10002,-73.9787600,40.7199330,EAST HOUSTON STREET             ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,6:50,QUEENS,11417,-73.8441000,40.6825300,103 AVENUE                      ,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,3:50,BROOKLYN,11201,-73.9845300,40.6960330,FLATBUSH AVENUE EXTENSION       ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,8:33,,,-73.8638200,40.8929560,BRONX RIVER PARKWAY             ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,13:40,QUEENS,11375,-73.8397400,40.7104000,UNION TURNPIKE                  ,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,2:18,,,-73.8908300,40.8203050,BRUCKNER BOULEVARD              ,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,9:10,,,-73.9721450,40.7539440,EAST 47 STREET                  ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,3:13,BRONX,10467,-73.8621440,40.8760220,EAST GUN HILL ROAD              ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,2:10,,,-73.7335100,40.6735880,MERRICK BOULEVARD               ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,15:00,BROOKLYN,11208,-73.8727340,40.6799900,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,0:28,,,-73.9927750,40.6655100,PROSPECT AVENUE                 ,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,16:15,MANHATTAN,10016,-73.9797900,40.7415240,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,4:20,QUEENS,11432,-73.7908860,40.7241900,UTOPIA PARKWAY                  ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,22:30,QUEENS,11412,-73.7623900,40.6916660,FARMERS BOULEVARD               ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,7:00,QUEENS,11358,-73.7856700,40.7579600,NORTHERN BOULEVARD              ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,14:30,,,-73.7519400,40.6657370,BELT PARKWAY                    ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,1:03,BROOKLYN,11234,-73.9265900,40.6255530,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,19:20,,,,,BRONX RIVER PARKWAY             ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,7:11,,,,,FDR DRIVE                       ,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,12:00,BRONX,10463,-73.9068600,40.8707800,BAILEY AVENUE                   ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,3:28,QUEENS,11101,-73.9338400,40.7516020,NORTHERN BOULEVARD              ,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,11:00,BROOKLYN,11235,-73.9387400,40.5839000,EMMONS AVENUE                   ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,18:00,,,-73.9593400,40.8193800,12 AVENUE                       ,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,18:45,,,-73.8824160,40.6785960,ATLANTIC AVENUE                 ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,12:05,,,-73.8999700,40.8623500,MORRIS AVENUE                   ,1,0,1,0,0,0,0,0
2019-01-01T00:00:00.000,3:49,,,-73.8977360,40.8364800,CLAREMONT PARKWAY               ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,23:00,,,-73.9261860,40.8253820,GERARD AVENUE                   ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,21:40,,,-73.9455700,40.6618800,BROOKLYN AVENUE                 ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,1:17,,,-73.9340740,40.7373600,LONG ISLAND EXPRESSWAY          ,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,15:03,,,-74.1624600,40.6076550,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,2:48,BRONX,10456,-73.9190500,40.8301430,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,4:30,,,-73.9502600,40.6570930,NOSTRAND AVENUE                 ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,17:00,BROOKLYN,11206,-73.9547040,40.7010400,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,0:00,,,-73.8888700,40.7012750,MYRTLE AVENUE                   ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,12:49,QUEENS,11419,-73.8173800,40.6860050,126 STREET                      ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,4:50,BROOKLYN,11218,-73.9682900,40.6349260,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,16:00,BROOKLYN,11207,-73.8862900,40.6527520,PENNSYLVANIA AVENUE             ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,14:20,,,-73.8725800,40.8408360,BRONX RIVER PARKWAY             ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,5:25,,,-73.9517500,40.7778740,2 AVENUE                        ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,0:55,QUEENS,11434,-73.7711800,40.6653940,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,20:30,MANHATTAN,10039,-73.9390900,40.8216360,7 AVENUE                        ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,13:00,BROOKLYN,11231,-74.0021060,40.6785550,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,0:00,BROOKLYN,11237,-73.9250600,40.7066040,,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,4:10,,,-73.9553000,40.6792000,ATLANTIC AVENUE                 ,4,0,0,0,0,0,4,0
2019-01-01T00:00:00.000,19:30,,,-73.9169000,40.7669800,28 AVENUE                       ,1,0,0,0,1,0,0,0
2019-01-01T00:00:00.000,1:00,,,-73.9270550,40.6991580,CENTRAL AVENUE                  ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,6:25,BRONX,10458,-73.8937300,40.8619420,EAST FORDHAM ROAD               ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,18:09,MANHATTAN,10031,-73.9546800,40.8216060,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,1:43,BROOKLYN,11203,-73.9240800,40.6564830,REMSEN AVENUE                   ,3,0,0,0,0,0,3,0
2019-01-01T00:00:00.000,4:15,BROOKLYN,11212,-73.9070050,40.6702400,STONE AVENUE                    ,1,0,1,0,0,0,0,0
2019-01-01T00:00:00.000,2:30,,,-73.9496840,40.6785430,ATLANTIC AVENUE                 ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,10:17,BROOKLYN,11225,-73.9570500,40.6619640,BEDFORD AVENUE                  ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,18:30,,,,,HORACE HARDING EXPRESSWAY       ,1,0,1,0,0,0,0,0
2019-01-01T00:00:00.000,20:29,BRONX,10465,-73.8175200,40.8195420,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,14:48,BROOKLYN,11234,-73.9256300,40.6166730,EAST 51 STREET                  ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,21:14,MANHATTAN,10029,-73.9416300,40.7986220,EAST 116 STREET                 ,1,0,1,0,0,0,0,0
2019-01-01T00:00:00.000,7:00,QUEENS,11372,-73.8801600,40.7480400,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,22:30,,,-74.1494300,40.6229000,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,6:20,QUEENS,11413,-73.7444460,40.6693900,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,5:00,,,-73.7704100,40.7446440,LONG ISLAND EXPRESSWAY          ,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,15:54,,,-73.9166200,40.8249900,PARK AVENUE                     ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,1:24,,,,,bay street                      ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,14:39,MANHATTAN,10037,-73.9380950,40.8178980,WEST 141 STREET                 ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,0:00,QUEENS,11385,-73.8791400,40.7027630,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,4:53,,,-74.0200100,40.6426660,GOWANUS EXPY (BQE)              ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,17:10,MANHATTAN,10026,-73.9492900,40.7976720,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,16:36,BROOKLYN,11217,-73.9737850,40.6830600,SOUTH PORTLAND AVENUE           ,1,0,0,0,1,0,0,0
2019-01-01T00:00:00.000,5:35,BROOKLYN,11237,-73.9281700,40.7142070,METROPOLITAN AVENUE             ,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,1:45,,,,,PELHAM PARKWAY SOUTH            ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,4:00,MANHATTAN,10034,-73.9189500,40.8644600,WEST 207 STREET                 ,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,21:43,,,-73.9367300,40.8082240,EAST 130 STREET                 ,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,18:20,BROOKLYN,11217,-73.9870100,40.6877700,ATLANTIC AVENUE                 ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,23:50,,,-73.8377800,40.7432250,LONG ISLAND EXPRESSWAY          ,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,12:17,,,-73.8614000,40.7349780,LONG ISLAND EXPRESSWAY          ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,19:43,BROOKLYN,11212,-73.9242550,40.6664430,EAST NEW YORK AVENUE            ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,19:45,,,-73.9888500,40.7585330,8 AVENUE                        ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,20:32,MANHATTAN,10030,-73.9409300,40.8190960,WEST 141 STREET                 ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,13:40,QUEENS,11106,-73.9310600,40.7549740,31 STREET                       ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,14:15,QUEENS,11413,-73.7415850,40.6724930,FRANCIS LEWIS BOULEVARD         ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,2:25,,,-73.9406300,40.7851500,FDR DRIVE                       ,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,1:30,,,-74.1587700,40.6097870,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,3:00,BROOKLYN,11207,-73.8885350,40.6802700,ARLINGTON AVENUE                ,4,0,0,0,0,0,4,0
2019-01-01T00:00:00.000,10:00,,,-73.9826660,40.6126900,BAY PARKWAY                     ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,17:30,QUEENS,11004,-73.7137200,40.7361760,HILLSIDE AVENUE                 ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,6:32,,,-73.9212400,40.8613100,WEST 202 STREET                 ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,9:40,,,-73.9041060,40.6815030,BUSHWICK AVENUE                 ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,4:48,MANHATTAN,10034,-73.9184800,40.8617700,WEST 204 STREET                 ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,11:26,QUEENS,11354,-73.8144400,40.7636870,150 STREET                      ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,5:15,,,-73.9043600,40.8765600,MAJOR DEEGAN EXPRESSWAY         ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,20:15,,,-73.9473650,40.6572800,WINTHROP STREET                 ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,4:40,,,,,VANCORTLANDT PARK WEST          ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,8:37,QUEENS,11373,-73.8716350,40.7308800,WOODHAVEN BOULEVARD             ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,2:00,STATEN ISLAND,10304,-74.0822900,40.6188130,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,6:00,MANHATTAN,10022,-73.9707600,40.7616100,PARK AVENUE                     ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,8:25,BROOKLYN,11208,-73.8768200,40.6831440,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,13:58,,,,,VERRAZANO BRIDGE UPPER          ,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,15:30,QUEENS,11378,-73.9018200,40.7250750,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,17:50,QUEENS,11412,-73.7623100,40.6910320,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,0:19,BROOKLYN,11230,-73.9743040,40.6112900,,1,0,1,0,0,0,0,0
2019-01-01T00:00:00.000,0:01,,,-73.8018600,40.6749340,VAN WYCK EXPWY                  ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,16:25,QUEENS,11370,-73.8905600,40.7587620,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,1:54,,,-73.8705300,40.8248370,BRUCKNER BOULEVARD              ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,6:51,BROOKLYN,11236,-73.8935800,40.6397860,AVENUE L                        ,1,0,0,0,0,0,1,0
2019-01-01T00:00:00.000,3:50,BRONX,10452,-73.9316100,40.8323140,SEDGWICK AVENUE                 ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,11:00,QUEENS,11385,-73.8997400,40.6987040,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,12:30,QUEENS,11368,-73.8574700,40.7411400,,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,1:10,,,,,BROADWAY                        ,0,0,0,0,0,0,0,0
2019-01-01T00:00:00.000,19:00,,,-73.8933300,40.8178750,BRUCKNER BOULEVARD              ,2,0,0,0,0,0,2,0
